date,company_Name,ticker,broker,analyst,rating_before,rating_after,price_target_before,price_target_after,Close
2021-04-15,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,OUTPERFORM,STRONG BUY,17.5,18.75,16.14
2021-05-04,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,,OUTPERFORM                   ,,20.0,14.35
2021-05-20,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,,OVERWEIGHT                   ,,17.5,14.61
2021-05-25,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,,POSITIVE                     ,,17.5,15.65
2021-05-27,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,15.62,18.12,15.49
2021-05-27,Nvidia Corp,NVDA,EVERCORE,C J MUSE,                             ,OUTPERFORM                   ,16.87,18.75,15.49
2021-05-27,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,16.75,18.37,15.49
2021-05-27,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,14.37,15.0,15.49
2021-05-27,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,17.5,19.37,15.49
2021-05-27,Nvidia Corp,NVDA,FBN,SHELBY SEYRAFI,                             ,OUTPERFORM                   ,17.5,18.75,15.49
2021-05-27,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,17.5,19.2,15.49
2021-05-27,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,15.62,17.25,15.49
2021-05-27,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,OUTPERFORM                   ,16.0,17.5,15.49
2021-05-27,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,17.5,18.75,15.49
2021-05-27,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,16.5,18.0,15.49
2021-05-27,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,17.0,18.5,15.49
2021-05-27,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,BUY,HOLD,13.75,18.75,15.49
2021-05-27,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,16.87,17.75,15.49
2021-06-01,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,OVERWEIGHT                   ,,17.25,16.26
2021-06-09,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,OUTPERFORM,OUTPERFORM,,,17.36
2021-06-17,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,                             ,18.5,21.35,18.66
2021-06-18,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,20.0,22.5,18.64
2021-06-22,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,STRONG BUY                   ,18.75,22.5,18.89
2021-06-23,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,BUY,BUY,,23.0,19.06
2021-06-23,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,,OVERWEIGHT                   ,,21.87,19.06
2021-06-24,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,22.5,19.21
2021-07-06,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,,OVERWEIGHT                   ,,23.75,20.7
2021-07-08,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,Outperform                   ,Outperform                   ,700.0,925.0,19.9
2021-07-08,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,BUY,19.2,22.75,19.9
2021-07-15,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,17.75,22.5,18.97
2021-07-21,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,                             ,,23.5,19.41
2021-07-21,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,20.5,19.41
2021-07-22,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,18.0,22.3,19.59
2021-07-23,Nvidia Corp,NVDA,ARGUS,JIM KELLEHER,                             ,BUY                          ,17.5,23.0,19.56
2021-07-27,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,22.75,22.9,19.21
2021-08-03,Nvidia Corp,NVDA,BAML,VIVEK ARYA,BUY,SELL,22.5,25.0,19.82
2021-08-04,Nvidia Corp,NVDA,,KEVIN CASSIDY,Buy                          ,Buy                          ,250.0,250.0,20.27
2021-08-12,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,OVERWEIGHT,BUY,21.9,24.5,19.91
2021-08-12,Nvidia Corp,NVDA,EVERCORE,C J MUSE,OUTPERFORM,OUTPERFORM,18.75,25.0,19.91
2021-08-12,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,                             ,BUY                          ,18.4,23.0,19.91
2021-08-12,Nvidia Corp,NVDA,,GARY MOBLEY,Overweight                   ,Overweight                   ,245.0,245.0,19.91
2021-08-16,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,,OUTPERFORM                   ,,22.0,19.95
2021-08-16,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,,BUY                          ,,22.0,19.95
2021-08-19,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,23.0,19.8
2021-08-19,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,22.5,23.5,19.8
2021-08-19,Nvidia Corp,NVDA,,KEVIN CASSIDY,Buy                          ,Buy                          ,235.0,235.0,19.8
2021-08-19,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,15.0,18.5,19.8
2021-08-19,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,17.25,22.5,19.8
2021-08-19,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,22.9,23.0,19.8
2021-08-19,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,21.4,22.3,19.8
2021-08-19,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,18.0,22.0,19.8
2021-08-19,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,20.5,22.5,19.8
2021-08-19,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,25.0,26.0,19.8
2021-08-19,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,23.8,24.5,19.8
2021-08-20,Nvidia Corp,NVDA,BENCHMARK,DAVID WILLIAMS,,BUY                          ,,23.0,20.82
2021-09-03,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,22.3,26.0,22.84
2021-09-17,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,23.0,25.7,21.9
2021-09-17,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,26.0,27.5,21.9
2021-10-01,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,Positive                     ,Positive                     ,25.0,25.0,20.74
2021-10-05,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,24.5,26.0,20.45
2021-10-08,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,Overweight                   ,Overweight                   ,,,20.83
2021-10-25,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,                             ,,26.0,23.17
2021-10-29,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,27.5,25.57
2021-11-04,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,24.5,32.0,29.8
2021-11-10,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,Overweight                   ,Overweight                   ,320.0,320.0,29.46
2021-11-10,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,25.7,36.0,29.46
2021-11-10,Nvidia Corp,NVDA,,GARY MOBLEY,Overweight                   ,Overweight                   ,320.0,320.0,29.46
2021-11-11,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,                             ,23.5,35.0,30.39
2021-11-11,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,                             ,25.0,36.0,30.39
2021-11-12,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,NEUTRAL,OUTPERFORM,30.0,22.0,30.39
2021-11-15,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,,OUTPERFORM                   ,,36.0,30.03
2021-11-15,Nvidia Corp,NVDA,CITI,ATIF MALIK,,                             ,,35.0,30.03
2021-11-15,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,34.0,30.03
2021-11-16,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,Buy                          ,Buy                          ,350.0,350.0,30.2
2021-11-18,Nvidia Corp,NVDA,BENCHMARK,DAVID WILLIAMS,                             ,BUY                          ,23.0,36.5,31.68
2021-11-18,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,,POSITIVE                     ,,36.0,31.68
2021-11-18,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,                             ,26.0,35.0,31.68
2021-11-18,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,                             ,BUY                          ,26.0,37.0,31.68
2021-11-18,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,18.5,28.5,31.68
2021-11-18,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,STRONG BUY                   ,22.5,36.5,31.68
2021-11-18,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,26.0,35.0,31.68
2021-11-18,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,36.0,38.9,31.68
2021-11-19,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,Overweight                   ,Overweight                   ,350.0,350.0,32.99
2021-11-19,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,Buy                          ,Buy                          ,33.5,33.5,32.99
2021-12-02,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,                             ,BUY                          ,23.0,40.0,32.13
2021-12-21,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,HOLD,HOLD,,34.65,29.08
2022-01-05,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,,BUY                          ,,37.0,27.6
2022-01-06,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,BUY,38.9,35.0,28.18
2022-01-06,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,37.5,28.18
2022-01-07,Nvidia Corp,NVDA,CITI,ATIF MALIK,,BUY                          ,,35.0,27.25
2022-01-10,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,37.5,27.4
2022-02-08,Nvidia Corp,NVDA,CITI,ATIF MALIK,,BUY                          ,,35.0,25.11
2022-02-14,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,,                             ,,35.0,24.27
2022-02-15,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,OVERWEIGHT                   ,,35.0,26.5
2022-02-17,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,33.5,34.5,24.51
2022-02-22,Nvidia Corp,NVDA,BAML,VIVEK ARYA,NOT FOUND,NOT FOUND,,,23.39
2022-03-16,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,,OVERWEIGHT                   ,,,24.5
2022-03-23,Nvidia Corp,NVDA,CITI,ATIF MALIK,,                             ,,35.0,25.63
2022-03-23,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,,OVERWEIGHT                   ,,35.0,25.63
2022-03-23,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,35.0,25.63
2022-03-29,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,                             ,BUY                          ,40.0,41.0,28.66
2022-03-29,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,,OUTPERFORM                   ,,36.0,28.66
2022-04-08,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,34.7,29.8,23.12
2022-04-11,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,,                             ,,,21.92
2022-04-12,Nvidia Corp,NVDA,,JOHN VINH,Overweight                   ,Overweight                   ,31.0,31.0,21.5
2022-04-20,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,28.5,25.5,21.48
2022-04-20,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,BUY                          ,,35.0,21.48
2022-04-25,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,29.5,19.9
2022-05-03,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,OVERWEIGHT                   ,,21.7,19.6
2022-05-17,Nvidia Corp,NVDA,BAML,VIVEK ARYA,,BUY                          ,,32.0,18.18
2022-05-18,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,                             ,32.0,28.0,16.94
2022-05-19,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,                             ,35.0,30.0,17.12
2022-05-20,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,,OVERWEIGHT                   ,,25.0,16.69
2022-05-23,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,,OUTPERFORM                   ,,22.5,16.9
2022-05-23,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,28.0,16.9
2022-05-25,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,35.0,25.0,16.98
2022-05-26,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,34.5,29.0,17.85
2022-05-26,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,25.5,19.0,17.85
2022-05-26,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,                             ,21.7,18.2,17.85
2022-05-26,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,"""BUY",BUY,,37.0,17.85
2022-05-26,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,35.0,31.5,17.85
2022-05-26,Nvidia Corp,NVDA,,DAVID WILLIAMS,Buy                          ,Buy                          ,315.0,315.0,17.85
2022-05-26,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,31.0,25.0,17.85
2022-05-26,Nvidia Corp,NVDA,RAYMOND JAMES,CHRIS CASO,                             ,STRONG BUY                   ,36.5,25.0,17.85
2022-05-26,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,BUY,BUY,,22.8,17.85
2022-05-26,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,35.0,28.5,17.85
2022-05-26,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,POSITIVE,POSITIVE,28.0,26.0,17.85
2022-05-26,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,30.0,17.85
2022-05-27,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,                             ,NEUTRAL                      ,22.5,16.5,18.81
2022-05-31,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,,OVERWEIGHT                   ,,25.0,18.67
2022-06-08,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,INLINE                       ,,,18.65
2022-06-15,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,30.0,16.53
2022-06-29,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,27.0,22.0,15.54
2022-07-08,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,BUY,BUY,,31.0,15.84
2022-07-11,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,OVERWEIGHT                   ,,23.5,15.15
2022-07-12,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,25.0,23.0,15.08
2022-07-12,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,31.5,28.5,15.08
2022-07-13,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,26.0,22.0,15.16
2022-07-14,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,                             ,NEUTRAL                      ,16.5,15.0,15.37
2022-07-20,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,19.0,17.5,17.81
2022-07-25,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,20.0,17.02
2022-08-08,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,HOLD,BUY,,18.0,17.79
2022-08-08,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,,OVERWEIGHT                   ,,23.5,17.79
2022-08-08,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,25.0,17.79
2022-08-09,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,22.0,21.0,17.09
2022-08-09,Nvidia Corp,NVDA,,MELISSA FAIRBANKS,Strong Buy                   ,Strong Buy                   ,24.0,24.0,17.09
2022-08-09,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,BUY,NEGATIVE,29.0,25.0,17.09
2022-08-09,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,NEGATIVE,28.3,21.6,17.09
2022-08-09,Nvidia Corp,NVDA,,CHRIS CASO,Strong Buy                   ,Strong Buy                   ,240.0,240.0,17.09
2022-08-25,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,                             ,OVERWEIGHT                   ,23.0,22.0,17.91
2022-08-25,Nvidia Corp,NVDA,RAYMOND JAMES,MELISSA FAIRBANKS,                             ,STRONG BUY                   ,24.0,21.0,17.91
2022-08-25,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,37.0,28.0,17.91
2022-08-25,Nvidia Corp,NVDA,,CHRIS CASO,Strong Buy                   ,Strong Buy                   ,210.0,210.0,17.91
2022-08-25,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,,EQUAL WEIGHT                 ,,18.2,17.91
2022-08-25,Nvidia Corp,NVDA,BENCHMARK,CODY ACREE,Buy                          ,Buy                          ,21.5,21.5,17.91
2022-08-25,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,NEUTRAL                      ,19.0,16.0,17.91
2022-08-25,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,OVERWEIGHT,"IN LINE""",,23.5,17.91
2022-08-25,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,Buy                          ,Buy                          ,19.8,19.8,17.91
2022-08-25,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,Neutral                      ,Neutral                      ,13.5,13.5,17.91
2022-08-25,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,20.0,19.0,17.91
2022-08-25,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,17.5,16.5,17.91
2022-08-25,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,28.5,24.8,17.91
2022-08-25,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,25.0,22.5,17.91
2022-08-25,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,HOLD                         ,18.0,16.5,17.91
2022-09-01,Nvidia Corp,NVDA,BERNSTEIN,STACY RASGON,                             ,OUTPERFORM                   ,21.0,18.0,13.94
2022-09-01,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,23.5,20.0,13.94
2022-09-02,Nvidia Corp,NVDA,DAIWA,LOUIS MISCIOSCIA,BUY,NEUTRAL,21.5,13.3,13.65
2022-09-02,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,,28.0,13.65
2022-09-07,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,,HOLD                         ,,16.5,13.71
2022-09-15,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,22.5,20.5,12.93
2022-09-20,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,,OUTPERFORM                   ,,25.0,13.18
2022-09-21,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,,OVERWEIGHT                   ,,22.0,13.26
2022-09-21,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,20.0,19.0,13.26
2022-10-11,Nvidia Corp,NVDA,CITI,ATIF MALIK,,BUY                          ,,21.0,11.59
2022-10-18,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,Hold                         ,Hold                         ,14.0,14.0,11.97
2022-10-24,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,14.0,12.6
2022-11-11,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,25.0,22.5,16.33
2022-11-17,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,18.0,18.5,15.68
2022-11-17,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,NEUTRAL                      ,16.0,17.5,15.68
2022-11-17,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,EQUAL WEIGHT                 ,18.2,17.5,15.68
2022-11-17,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,Buy                          ,Buy                          ,20.0,20.0,15.68
2022-11-17,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,,BUY                          ,,22.5,15.68
2022-11-17,Nvidia Corp,NVDA,UBS,TIMOTHY ARCURI,,BUY                          ,,20.0,15.68
2022-11-17,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,14.0,15.0,15.68
2022-11-17,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,                             ,HOLD                         ,16.5,17.5,15.68
2022-11-17,Nvidia Corp,NVDA,RAYMOND JAMES,MELISSA FAIRBANKS,                             ,STRONG BUY                   ,21.0,19.0,15.68
2022-12-08,Nvidia Corp,NVDA,TIGRESS PARTNERS,IVAN FEINSETH,                             ,BUY                          ,31.0,25.0,17.17
2022-12-14,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,                             ,HOLD                         ,15.0,17.0,17.67
2023-01-11,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,                             ,OVERWEIGHT                   ,23.0,22.0,16.0
2023-01-23,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,BUY,POSITIVE,,23.8,19.19
2023-01-23,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,,OVERWEIGHT                   ,,25.0,19.19
2023-02-10,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,BUY,22.5,27.5,21.27
2023-02-14,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,21.5,25.5,22.97
2023-02-16,Nvidia Corp,NVDA,DZ BANK,INGO WERMANN,Buy,Sell,19.5,19.5,22.0
2023-02-16,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,                             ,POSITIVE                     ,18.5,26.5,22.0
2023-02-17,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,22.5,25.0,21.39
2023-02-17,Nvidia Corp,NVDA,KEYBANK,JOHN VINH,Overweight                   ,Overweight                   ,28.0,28.0,21.39
2023-02-21,Nvidia Corp,NVDA,,PATRICK SCHOLES,Outperform                   ,Outperform                   ,25.0,25.0,20.66
2023-02-21,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,Equal Weight                 ,Equal Weight                 ,24.6,24.6,20.66
2023-02-21,Nvidia Corp,NVDA,STIFEL,RUBEN ROY,,HOLD                         ,,20.7,20.66
2023-02-22,Nvidia Corp,NVDA,PIPER SANDLER,HARSH KUMAR,                             ,OVERWEIGHT                   ,20.0,22.5,20.75
2023-02-23,Nvidia Corp,NVDA,BAML,VIVEK ARYA,Buy                          ,Buy                          ,27.5,27.5,23.66
2023-02-23,Nvidia Corp,NVDA,BARCLAYS,BLAYNE CURTIS,                             ,OVERWEIGHT                   ,25.0,27.5,23.66
2023-02-23,Nvidia Corp,NVDA,TRUIST,WILLIAM STEIN,                             ,BUY                          ,23.8,26.6,23.66
2023-02-23,Nvidia Corp,NVDA,MIZUHO,VIJAY RAKESH,                             ,BUY                          ,20.0,23.0,23.66
2023-02-23,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,25.0,27.5,23.66
2023-02-23,Nvidia Corp,NVDA,WELLS FARGO,AARON RAKERS,                             ,OVERWEIGHT                   ,25.0,27.5,23.66
2023-02-23,Nvidia Corp,NVDA,CREDIT SUISSE,CHRIS CASO,,OUTPERFORM                   ,,27.5,23.66
2023-02-23,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,                             ,NEUTRAL                      ,15.0,23.0,23.66
2023-02-23,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,                             ,NEUTRAL                      ,17.5,21.6,23.66
2023-02-23,Nvidia Corp,NVDA,CRAIG HALLUM,RICHARD SHANNON,                             ,HOLD                         ,16.5,19.0,23.66
2023-02-23,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,BUY                          ,21.0,24.5,23.66
2023-02-23,Nvidia Corp,NVDA,JPMORGAN,HARLAN SUR,Overweight                   ,Overweight                   ,25.0,25.0,23.66
2023-02-23,Nvidia Corp,NVDA,JEFFERIES,MARK LIPACIS,BUY,TOP PICK,27.5,30.0,23.66
2023-02-23,Nvidia Corp,NVDA,DEUTSCHE BANK,ROSS SEYMORE,Hold                         ,Hold                         ,20.0,20.0,23.66
2023-03-09,Nvidia Corp,NVDA,SUSQUEHANNA,CHRISTOPHER ROLLAND,Positive                     ,Positive                     ,26.5,26.5,23.44
2023-03-16,Nvidia Corp,NVDA,MORGAN STANLEY,JOSEPH MOORE,                             ,OVERWEIGHT                   ,25.5,30.4,25.54
2023-03-16,Nvidia Corp,NVDA,WEDBUSH,MATT BRYSON,Neutral                      ,Neutral                      ,21.6,21.6,25.54
2023-03-17,Nvidia Corp,NVDA,CITI,ATIF MALIK,                             ,                             ,24.5,30.5,25.73
2023-03-20,Nvidia Corp,NVDA,BAIRD,TRISTAN GERRA,,NEUTRAL                      ,,30.0,25.9
2023-03-21,Nvidia Corp,NVDA,BAML,VIVEK ARYA,                             ,BUY                          ,27.5,31.0,26.2
2023-03-22,Nvidia Corp,NVDA,OPPENHEIMER,RICK SCHAFER,                             ,OUTPERFORM                   ,27.5,30.0,26.47
